"id_str","created_at","text"
"1081908519194914817","2019-01-06 13:41:06","How to Organize a YouTube Marketing Campaign https://t.co/bJ6SoR2RpQ https://t.co/PpyCv9Kkb6"
"1081903480275517440","2019-01-06 13:21:05","Israel arrests minors suspected of killing Palestinian woman https://t.co/LHBlCUrTcd"
"1081895426150739968","2019-01-06 12:49:04","High avalanche risk in Alps amid heavy snow; 1 dead https://t.co/pwuSac1UAw"
"1081885624607490048","2019-01-06 12:10:08","Is It A Nasty Cold Or The Flu? https://t.co/n2Ypt5VLL2 https://t.co/w42r9rOIzW"
"1081885618349600768","2019-01-06 12:10:06","Delete Facebook, 5G speeds and more: Tech Q&amp;A https://t.co/t69XZVUzCx"
"1081885100072026113","2019-01-06 12:08:02","Lima ’19 to focus on UAVs, cyber warfare – Malaysiakini https://t.co/O8ZJyQeiLy"
"1081882341402804224","2019-01-06 11:57:05","Major Programming Trends to Prepare for in 2019 https://t.co/uSsn7mkTXc https://t.co/yHbCxBAGi0"
"1081881274262814720","2019-01-06 11:52:50","The Latest: US adviser Bolton tours Western Wall tunnels https://t.co/ZX7xVsVkDy"
"1081874290658619398","2019-01-06 11:25:05","Core Developer Bryan Bishop on Building Bitcoin https://t.co/kzo9SfkofS https://t.co/JA3luTYmAV"
"1081871993782202368","2019-01-06 11:15:58","How technology can track progress in sports… https://t.co/DYPvQTApxp https://t.co/S9sh6khMhR"
"1081871988518400001","2019-01-06 11:15:56","What Will You Do Tomorrow? https://t.co/Fm1MTuecjL https://t.co/bCixuvGBRS"
"1081865992186224640","2019-01-06 10:52:07","How to Calculate and File your Cryptocurrency Taxes using TurboTax https://t.co/qnCOtm0LKO https://t.co/Myn2eEQvRb"
"1081863975623479297","2019-01-06 10:44:06","Robbery suspects thwarted by licensed gun owner, reports say https://t.co/9ppRD9KS47"
"1081857687028023297","2019-01-06 10:19:07","Setting goals? All you have to do is point . . . https://t.co/HxpuR3Wo0z https://t.co/7OZOZpyhXW"
"1081855934249353217","2019-01-06 10:12:09","The Four Essential Elements of the Smart City Revolution https://t.co/lDErKkMp4k https://t.co/u202jBtWa0"
"1081855929954357251","2019-01-06 10:12:08","Paying Taxes On Bitcoin — Everything You Need to Know https://t.co/FrzkX8UmsO https://t.co/kOEGfpKTgQ"
"1081855925420343296","2019-01-06 10:12:07","Windows 10 Home might get ""Pause Updates"" option in 1903 https://t.co/UZ7fFpTloR https://t.co/gSF1F9gE3o"
"1081852401307381761","2019-01-06 09:58:06","ConvNet from scratch: just lovely Numpy, Forward Pass |Part 1| https://t.co/YcuvBQ5fhY https://t.co/Mmfi21fpbs"
"1081852395397644288","2019-01-06 09:58:05","FaceCoin, ZuckBucks, or BlockBook https://t.co/IPOmyLDrHH https://t.co/6BOLu7PpdD"
"1081850791130853376","2019-01-06 09:51:43","CES 2019 Show Guide https://t.co/fvBbsgUU91 https://t.co/xJnwZJA21W"
"1081839054130274308","2019-01-06 09:05:04","Security researchers find over a dozen iPhone apps linked to Golduck malware – TechCrunch https://t.co/6XuvS6Fs3P"
"1081833017482534913","2019-01-06 08:41:05","Grindr Harassment Victim Asks: Are Tech Companies Immune From Product Liablity Laws? https://t.co/DahzNPnsjt"
"1081788225838927874","2019-01-06 05:43:06","Ars Technica's 2019 'Deathwatch' List Includes Essential and 'Facebook Management' https://t.co/BG0Q81LYU3"
"1081777899147976704","2019-01-06 05:02:04","German cyber defence agency defends handling of far-reaching data breach – The Straits Times https://t.co/Mf9xb5MmjN"
"1081748964867596288","2019-01-06 03:07:05","Face ID Hack Talk at Black Hat Asia Canceled https://t.co/tPukls7uAH"
